Pathway,Metabolite
Biosynthesis of secondary metabolites,"15,17(3)-Seco-F430-17(3)-acid"
Biosynthesis of secondary metabolites,N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate
Biosynthesis of secondary metabolites,ent-Sandaracopimaradien-3beta-ol
Biosynthesis of secondary metabolites,Oryzalexin E
Biosynthesis of secondary metabolites,Oryzalexin D
Biosynthesis of secondary metabolites,Prodigiosin
Biosynthesis of secondary metabolites,6-O-Methyldeacetylisoipecoside
Biosynthesis of secondary metabolites,Pyrrolyl-2-carboxyl-S-[acyl-carrier protein]
Biosynthesis of secondary metabolites,"4-Hydroxy-2,2'-bipyrrole-5-methanol"
Biosynthesis of secondary metabolites,"4-Hydroxy-2,2'-bipyrrole-5-carbaldehyde"
Biosynthesis of secondary metabolites,"4-Methoxy-2,2'-bipyrrole-5-carbaldehyde"
Biosynthesis of secondary metabolites,2-Methyl-3-n-amyl-dihydropyrrole
Biosynthesis of secondary metabolites,2-Methyl-3-n-amyl-pyrrole
Biosynthesis of secondary metabolites,4-Keto-2-undecylpyrroline
Biosynthesis of secondary metabolites,2-Undecylpyrrole
Biosynthesis of secondary metabolites,Bacteriochlorophyllide e
Biosynthesis of secondary metabolites,6-O-Methyl-N-deacetylisoipecoside aglycon
Biosynthesis of secondary metabolites,7'-O-Demethylcephaeline
Biosynthesis of secondary metabolites,(S)-1-Hydroxy-cis-N-methylcanadine
Biosynthesis of secondary metabolites,"(13S,14R)-1,13-Dihydroxy-cis-N-methylcanadine"
Biosynthesis of secondary metabolites,"(13S,14R)-13-O-Acetyl-1-hydroxy-cis-N-methylcanadine"
Biosynthesis of secondary metabolites,"(13S,14R)-13-O-Acetyl-1,8-dihydroxy-cis-N-methylcanadine"
Biosynthesis of secondary metabolites,4'-O-Desmethyl-3-O-acetylpapaveroxine
Biosynthesis of secondary metabolites,3-O-Acetylpapaveroxine
Biosynthesis of secondary metabolites,4'-O-Desmethylpapaveroxine
Biosynthesis of secondary metabolites,Narcotoline hemiacetal
Biosynthesis of secondary metabolites,3-(Aminomethyl)indole
Biosynthesis of secondary metabolites,(1H-Indol-3-yl)-N-methylmethanamine
Biosynthesis of secondary metabolites,(S)-Norlaudanine
Biosynthesis of secondary metabolites,(S)-Tetrahydropapaverine
Biosynthesis of secondary metabolites,Norcraugsodine
Biosynthesis of secondary metabolites,"(4aR,10bS)-Normaritidine"
Biosynthesis of secondary metabolites,8-Amino-8-demethylriboflavin
Biosynthesis of secondary metabolites,Roseoflavin
Biosynthesis of secondary metabolites,8-Demethyl-8-(methylamino)riboflavin
Biosynthesis of secondary metabolites,ent-8alpha-Hydroxylabd-13-en-15-yl diphosphate
Biosynthesis of secondary metabolites,"(3R)-3-Hydroxy-16-methoxy-1,2-didehydro-2,3-dihydrotabersonine"
Biosynthesis of secondary metabolites,"(3R)-3-Hydroxy-2,3-dihydrotabersonine"
Biosynthesis of secondary metabolites,"(3R)-3-Hydroxy-1,2-didehydro-2,3-dihydrotabersonine"
Biosynthesis of secondary metabolites,Nezukol
Biosynthesis of secondary metabolites,ent-13-epi-Manoyl oxide
Biosynthesis of secondary metabolites,Biliverdin-IX-delta
Biosynthesis of secondary metabolites,(-)-Kolavenyl diphosphate
Biosynthesis of secondary metabolites,4-Hydroxytryptamine
Biosynthesis of secondary metabolites,"4,4'-Diapolycopene-4,4'-dioate"
Biosynthesis of secondary metabolites,Norbaeocystin
Biosynthesis of secondary metabolites,Baeocystin
Biosynthesis of secondary metabolites,11-Hydroxyferruginol
Biosynthesis of secondary metabolites,8-Demethyl-8-formylriboflavin 5'-phosphate
Biosynthesis of secondary metabolites,8-Carboxy-8-demethylriboflavin 5'-phosphate
Biosynthesis of secondary metabolites,8-Amino-8-demethylriboflavin 5'-phosphate
Biosynthesis of secondary metabolites,Carnosic acid
Biosynthesis of secondary metabolites,Salviol
Biosynthesis of secondary metabolites,Sugiol
Biosynthesis of secondary metabolites,11-Hydroxysugiol
Biosynthesis of secondary metabolites,"11,20-Dihydroxysugiol"
Biosynthesis of secondary metabolites,"9beta-Pimara-7,15-diene-3beta-ol"
Biosynthesis of secondary metabolites,"ent-3beta-Hydroxycassa-12,15-dien-2-one"
Biosynthesis of secondary metabolites,"11,20-Dihydroxyferruginol"
Biosynthesis of secondary metabolites,"ent-2alpha,3alpha-Dihydroxyisokaurene"
Biosynthesis of secondary metabolites,Kaempferol-3-O-rutinoside
Biosynthesis of secondary metabolites,"12,18-Didecarboxysiroheme"
Biosynthesis of secondary metabolites,11-Oxocucurbitadienol
Biosynthesis of secondary metabolites,3-Demethylubiquinol
Biosynthesis of secondary metabolites,2-Methylquinolin-4-ol
Biosynthesis of secondary metabolites,Aurachin B epoxide
Biosynthesis of secondary metabolites,Aurachin A
Biosynthesis of secondary metabolites,Dihydrochanoclavine-I aldehyde
Biosynthesis of secondary metabolites,Delta9-Tetrahydrocannabinolate
Biosynthesis of secondary metabolites,Dihydro-4-coumaroyl-CoA
Biosynthesis of secondary metabolites,"9-Hydroxy-12-oxo-10(E),15(Z)-octadecadienoic acid"
Biosynthesis of secondary metabolites,9-Hydroxy-12-oxo-15(Z)-octadecenoic acid
Biosynthesis of secondary metabolites,"Cyclooctat-9-ene-5,7-diol"
Biosynthesis of secondary metabolites,Cyclooctatin
Biosynthesis of secondary metabolites,"N8,N'8-Citryl-bis(spermidine)"
Biosynthesis of secondary metabolites,Sideretin
Biosynthesis of secondary metabolites,7-Deoxyloganetic alcohol
Biosynthesis of secondary metabolites,"2-Carboxy-1,4-naphthoquinone"
Biosynthesis of secondary metabolites,Dihydroisopentenyldehydrorhodopin
Biosynthesis of secondary metabolites,Isopentenyldehydrorhodopin
Biosynthesis of secondary metabolites,Dihydrobisanhydrobacterioruberin
Biosynthesis of secondary metabolites,"N1-(3,4-Dihydroxybenzoyl)-N8,N'8-citryl-bis(spermidine)"
Biosynthesis of secondary metabolites,"2,4-Dihydroxycinnamoyl-CoA"
Biosynthesis of secondary metabolites,2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate
Biosynthesis of secondary metabolites,2-[(2-Aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate
Biosynthesis of secondary metabolites,2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate
Biosynthesis of secondary metabolites,Staphyloferrin B
Biosynthesis of secondary metabolites,N5-Citryl-D-ornithine
Biosynthesis of secondary metabolites,Staphyloferrin A
Biosynthesis of secondary metabolites,"4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol"
Biosynthesis of secondary metabolites,"3beta-Hydroxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-4alpha-carboxylate"
Biosynthesis of secondary metabolites,"3beta-Hydroxyergosta-7,24(24(1))-dien-4alpha-carboxylate"
Biosynthesis of secondary metabolites,"4alpha-Carboxy-stigmasta-7,24(24(1))-dien-3beta-ol"
Biosynthesis of secondary metabolites,Cycloeucalenone
Biosynthesis of secondary metabolites,Episterone
Biosynthesis of secondary metabolites,Avenastenone
Biosynthesis of secondary metabolites,Ginsenoside C-K
Biosynthesis of secondary metabolites,(20S)-Ginsenoside Rh2
Biosynthesis of secondary metabolites,Ginsenoside Rh1
Biosynthesis of secondary metabolites,Zymosterone
Biosynthesis of secondary metabolites,4-Chloro-L-lysine
Biosynthesis of secondary metabolites,L-Propargylglycine
Biosynthesis of secondary metabolites,gamma-L-Glutamyl-L-propargylglycine
Biosynthesis of secondary metabolites,L-gamma-Glutamyl-(3R)-L-beta-ethynylserine
Biosynthesis of secondary metabolites,L-beta-Ethynylserine
Biosynthesis of secondary metabolites,Cyclo(L-Trp-L-Phe)
Biosynthesis of secondary metabolites,N-Methyl-cyclo(L-Trp-L-Phe)
Biosynthesis of secondary metabolites,(-)-Ditryptophenaline
Biosynthesis of secondary metabolites,Fumiquinazoline F
Biosynthesis of secondary metabolites,"Fumiquinazoline F-indoline-2',3'-diol"
Biosynthesis of secondary metabolites,Fumiquinazoline A
Biosynthesis of secondary metabolites,Fumiquinazoline C
Biosynthesis of secondary metabolites,Fumiquinazoline D
Biosynthesis of secondary metabolites,Bergamottin
Biosynthesis of secondary metabolites,Histidyltryptophyldiketopiperazine
Biosynthesis of secondary metabolites,Roquefortine D
Biosynthesis of secondary metabolites,Dehydrohistidyltryptophyldiketopiperazine
Biosynthesis of secondary metabolites,Roquefortine C
Biosynthesis of secondary metabolites,Glandicoline A
Biosynthesis of secondary metabolites,Glandicoline B
Biosynthesis of secondary metabolites,Meleagrin
Biosynthesis of secondary metabolites,N1-Hydroxy-roquefortine C
Biosynthesis of secondary metabolites,Roquefortine L
Biosynthesis of secondary metabolites,Roquefortine F
Biosynthesis of secondary metabolites,Neoxaline
Biosynthesis of secondary metabolites,Cytidine 5'-{[hydroxy(2-hydroxyethyl)phosphonoyl]phosphate}
Biosynthesis of secondary metabolites,Cytidine 5'-({hydroxy[(S)-2-hydroxypropyl]phosphonoyl}phosphate)
Biosynthesis of secondary metabolites,(S)-8-Oxocitronellyl enol
Biosynthesis of secondary metabolites,Petrobactin
Biosynthesis of secondary metabolites,(6E)-8-Methylnon-6-enoyl-CoA
Biosynthesis of secondary metabolites,Dihydro-heme d1
Biosynthesis of secondary metabolites,Heme d1
Biosynthesis of secondary metabolites,Heptaprenylglyceryl phosphate
Biosynthesis of secondary metabolites,Heptaprenylglycerol
Biosynthesis of secondary metabolites,Diacetylheptaprenylglycerol
Biosynthesis of secondary metabolites,"1'-Hydroxy-1',2'-dihydro-beta,psi-caroten-4'-one"
Biosynthesis of secondary metabolites,Bisanhydrobacterioruberin
Biosynthesis of secondary metabolites,Monoanhydrobacterioruberin
Biosynthesis of secondary metabolites,Bacterioruberin
Biosynthesis of secondary metabolites,(2S)-2-Nitrobutanedioate
Biosynthesis of secondary metabolites,Cremeomycin
Biosynthesis of secondary metabolites,4-(1-Methyl-2-pyrrolidinyl)-3-oxobutanoate
Biosynthesis of secondary metabolites,3-Amino-2-hydroxy-4-methoxybenzoate
Biosynthesis of secondary metabolites,Phenyllactylglucose
Biosynthesis of secondary metabolites,Paspalic acid
Biosynthesis of secondary metabolites,19-Hydroxycucurbitadienol
Biosynthesis of secondary metabolites,"19,25-Dihydroxycucurbitadienol"
Biosynthesis of secondary metabolites,Deacetylcucurbitacin C
Biosynthesis of secondary metabolites,11-Carbonyl-20beta-hydroxycucurbitadienol
Biosynthesis of secondary metabolites,"11-Carbonyl-2beta,20beta-dihydroxycucurbitadienol"
Biosynthesis of secondary metabolites,trans-Anhydromevalonate 5-phosphate
Biosynthesis of secondary metabolites,"3-Amino-2,4-dihydroxybenzoate"
Biosynthesis of secondary metabolites,Hyoscyamine aldehyde
Biosynthesis of secondary metabolites,(+)-exo-beta-Bergamotene
Biosynthesis of secondary metabolites,Fumagillol
Biosynthesis of secondary metabolites,5-Dehydrofumagillol
Biosynthesis of secondary metabolites,5-Dehydro-6-demethoxyfumagillol
Biosynthesis of secondary metabolites,5-Dehydro-6-demethoxy-6-hydroxyfumagillol
Biosynthesis of secondary metabolites,Prefumagillin
Biosynthesis of secondary metabolites,Dodecapentaenoyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Quillaic acid 3-O-beta-D-glucuronide
Biosynthesis of secondary metabolites,"Quillaic acid 3-O-beta-D-galactosyl-1,2-beta-D-glucuronide"
Biosynthesis of secondary metabolites,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide"
Biosynthesis of secondary metabolites,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-fucoside"
Biosynthesis of secondary metabolites,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-alpha-L-rhamnosyl-1,2-beta-D-fucoside"
Biosynthesis of secondary metabolites,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-xylosyl-1,4-alpha-L-rhamnosyl-1,2-beta-D-fucoside"
Biosynthesis of secondary metabolites,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-apiosyl-1,3-beta-D-xylosyl-1,4-alpha-L-rhamnosyl-1,2-beta-D-fucoside"
Biosynthesis of secondary metabolites,"Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide 28-O-beta-D-apiosyl-1,3-beta-D-xylosyl-1,4-(beta-D-glucosyl-1,3)-alpha-L-rhamnosyl-1,2-(alpha-L-rhamnosyl-1,3)-4-O-acetyl-beta-D-fucoside"
Biosynthesis of secondary metabolites,Very-long-chain alpha-carboxyacyl-CoA
Biosynthesis of secondary metabolites,Long-chain 3-oxoacyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Long-chain trans-2-enoyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Very-long-chain acyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Very-long-chain 3-oxoacyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Very-long-chain trans-2-enoyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Ultra-long-chain mono-unsaturated acyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Ultra-long-chain mono-unsaturated 3-oxo-fatty acyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Ultra-long-chain mono-unsaturated (3R)-3-hydroxyacyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Ultra-long-chain mono-unsaturated trans-2-enoyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Ultra-long-chain di-unsaturated acyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Ultra-long-chain di-unsaturated 3-oxo-fatty acyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Ultra-long-chain di-unsaturated (3R)-3-hydroxyacyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Ultra-long-chain di-unsaturated trans-2-enoyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Meromycolic acid
Biosynthesis of secondary metabolites,Meromycoloyl-[acp Pks13]
Biosynthesis of secondary metabolites,Trehalose mycolic-beta-ketoester
Biosynthesis of secondary metabolites,Trehalose monomycolate
Biosynthesis of secondary metabolites,Trehalose dimycolate
Biosynthesis of secondary metabolites,Mycolic acid
Biosynthesis of secondary metabolites,N1-[(S)-3-amino-3-carboxypropyl]agmatine
Biosynthesis of secondary metabolites,N-Hydroxyputrescine
Biosynthesis of secondary metabolites,Rhazimal
Biosynthesis of secondary metabolites,Pre-putrebactin
Biosynthesis of secondary metabolites,Putrebactin
Biosynthesis of secondary metabolites,N1-Hydroxy-N1-succinylputrescine
Biosynthesis of secondary metabolites,N1-Hydroxy-N1-succinylcadaverine
Biosynthesis of secondary metabolites,17-Dehydropreakuammicine
Biosynthesis of secondary metabolites,Norfluorocurarine
Biosynthesis of secondary metabolites,18-Hydroxynorfluorocurarine
Biosynthesis of secondary metabolites,Wieland-Gumlich aldehyde
Biosynthesis of secondary metabolites,Diaboline
Biosynthesis of secondary metabolites,Prestrychnine
Biosynthesis of secondary metabolites,10-Hydroxystrychnine
Biosynthesis of secondary metabolites,beta-Colubrine
Biosynthesis of secondary metabolites,11-Demethylbrucine
Biosynthesis of secondary metabolites,Stemmadenine acetate
Biosynthesis of secondary metabolites,Precondylocarpine acetate
Biosynthesis of secondary metabolites,Dihydroprecondylocarpine acetate
Biosynthesis of secondary metabolites,"3,17-Didehydrostemmadenine"
Biosynthesis of secondary metabolites,17-Dehydrostemmadenine
Biosynthesis of secondary metabolites,4-Methylajmaline
Biosynthesis of secondary metabolites,"(2R,3R,5R)-2-(S-Pantetheinyl)-carbapenam-3-carboxylate"
Biosynthesis of secondary metabolites,"(2R,3R,5S,6R)-6-(Methyl)-2-(S-pantetheinyl)-carbapenam-3-carboxylate"
Biosynthesis of secondary metabolites,"(2R,3R,5S,6R)-6-(Ethyl)-2-(S-pantetheinyl)-carbapenam-3-carboxylate"
Biosynthesis of secondary metabolites,Rhazimol
Biosynthesis of secondary metabolites,Akuammiline
Biosynthesis of secondary metabolites,Dehydrosecodine
Biosynthesis of secondary metabolites,17-Dehydropreakuammicine hydrate
Biosynthesis of secondary metabolites,"5,20-Epoxytaxa-11-en-4alpha-yl acetate"
Biosynthesis of secondary metabolites,10-Deacetyl-1-deoxybaccatin III
Biosynthesis of secondary metabolites,Ecgonone
Biosynthesis of secondary metabolites,3-Oxoglutarate
Biosynthesis of secondary metabolites,"5,20-Epoxy-9alpha-hydroxytaxa-11-en-4alpha-yl acetate"
Biosynthesis of secondary metabolites,"5,20-Epoxy-9-oxotaxa-11-en-4alpha-yl acetate"
Biosynthesis of secondary metabolites,C23073
Biosynthesis of secondary metabolites,(11R)-Carlactonoic acid
Biosynthesis of secondary metabolites,(11R)-Methyl carlactonoate
Biosynthesis of secondary metabolites,(11R)-Hydroxymethyl carlactonoate
Biosynthesis of secondary metabolites,O-Citrylserine
Biosynthesis of secondary metabolites,N-Citryl-ethanolamine
Biosynthesis of secondary metabolites,Diaminobutyryl-citryl-ethanolamine
Biosynthesis of secondary metabolites,alpha-Ketoglutaryl-diaminobutyryl-citryl-ethanolamine
Biosynthesis of secondary metabolites,Diaminobutyryl-citryl-ethanolamino-alpha-ketoglutarate
Biosynthesis of secondary metabolites,Achromobactin
Biosynthesis of secondary metabolites,Vibrioferrin
Biosynthesis of secondary metabolites,4-[[(3S)-4-Amino-3-hydroxybutyl]-hydroxyamino]-4-oxobutanoic acid
Biosynthesis of secondary metabolites,Alcaligin
Biosynthesis of secondary metabolites,N-Hydroxycadaverine
Biosynthesis of secondary metabolites,Desferrioxamine G1
Biosynthesis of secondary metabolites,Desferrioxamine E
Biosynthesis of secondary metabolites,N4-Hydroxy-1-aminopropane
Biosynthesis of secondary metabolites,N4-Acetyl-N4-hydroxy-1-aminopropane
Biosynthesis of secondary metabolites,N1-Citryl-N4-acetyl-N4-hydroxy-1-aminopropane
Biosynthesis of secondary metabolites,Schizokinen
Biosynthesis of secondary metabolites,Rhizobactin 1021
Biosynthesis of secondary metabolites,Alanyl-O-citryl-aminoehanol
Biosynthesis of secondary metabolites,N-Hydroxy-N-acetylcadaverine
Biosynthesis of secondary metabolites,Rhizoferrin
Biosynthesis of secondary metabolites,N-Citryputrescine
Biosynthesis of secondary metabolites,N-Citrylornithine
Biosynthesis of secondary metabolites,Pre-alcaligin
Microbial metabolism in diverse environments,CO2
Microbial metabolism in diverse environments,Ammonia
Microbial metabolism in diverse environments,Pyruvate
